Name,Latitude,Longitude,Address,id
Nam Sách,20.990440900404177,106.3273516,"X8RG+4XW, Phố Hóp, Xã, Nam Hồng, Nam Sách, Hải Dương, Vietnam",538
Nậm Tăm,22.280370100404344,103.39859959999998,"79JX+4CF, Nậm Tăm, Sìn Hồ District, Lai Chau, Vietnam",539
Nam Yên,16.13767980004028,108.0445197,"42QV+3R Hòa Vang, Da Nang, Vietnam",540
Nàng Mau,9.754489799426713,105.5350526,"QG3M+WMV, Nàng Mau, Vị Thủy District, Hau Giang, Vietnam",541
Nà Phặc,22.38031460040237,105.8972208,"9VJW+3V2, QL3, TT. Nà Phặc, Ngân Sơn, Bắc Kạn, Vietnam",542
Nà Phùng,22.31711670040365,106.6261424,"8J8G+RF Tràng Định District, Lạng Sơn, Vietnam",543
Na Sầm,22.0567572004077,106.6156378,"2 Đường khu Ga, Khu 4, Văn Lãng, Lạng Sơn, Vietnam",544
Nà Ư,21.19458530040736,102.9582292,"5XW5+3QG, Na Ư, Điện Biên District, Dien Bien, Vietnam",545
Nếnh,21.244152200407942,106.1024398,"64V2+MX Việt Yên District, Bac Giang, Vietnam",546
Ngai Giao,10.646885499474626,107.2437519,"251 Lê Hồng Phong, TT. Ngãi Giao, Châu Đức, Bà Rịa - Vũng Tàu, Vietnam",547
Ngà Mân,14.726960599875024,109.0202249,"P2GC+Q3 Đức Phổ District, Quang Ngai, Vietnam",548
Ngã Năm,9.565551699419032,105.5974513,"3 Lạc Long Quân, Phường 1, tx. Ngã Năm, Sóc Trăng, Vietnam",549
Ngan Dừa,9.566436299419063,105.4480942,"HC8X+M85, Ngan Dừa, Hồng Dân District, Bac Lieu, Vietnam",550
Ngã Sáu,9.923257499434316,105.8071115,"WRF4+6VV, Ngô Hữu Hạnh, TT. Ngã Sáu, Châu Thành, Hậu Giang, Vietnam",551
Nga Sơn,20.00630500037269,105.9701247,"172 Đường Mai An Tiêm, TT. Nga Sơn, Nga Sơn, Thanh Hoá, Vietnam",552
Ngát Trên,15.918355900015074,107.8114596,"WR96+8H Đông Giang, Quảng Nam, Vietnam",553
Nghèn,18.458359300273354,105.7714214,"Khối 9 Bắc Cầu Nghèn, Huyện Can Lộc, Thị Trấn Nghèn, Tỉnh Hà Tĩnh, TT. Nghèn, Can Lộc, Hà Tĩnh, Vietnam",554
Nghĩa Bình,19.34472500033718,105.4930085,"8FVV+V9C, Nghĩa Bình, Nghĩa Đàn District, Nghe An, Vietnam",555
Nghĩa Bình,11.667156499551051,107.0621508,"M387+Q26, QL14, Nghĩa Trung, Bù Đăng, Bình Phước 67000, Vietnam",556
Nghĩa Lộ,21.60642010041016,104.5036951,"26 Pú Trạng, Nghĩa Lộ, Yên Bái, Vietnam",557
Nghĩa Tỏm,19.16716210032581,105.47901210000002,"5F8H+VJ Quỳnh Lưu District, Nghe An, Vietnam",558
Nghi Sơn,19.450783400343607,105.7801293,"16 Nguyễn Văn Trỗi, TT. Tĩnh Gia, Tĩnh Gia, Thanh Hoá, Vietnam",559
Ngọc Được,9.361213999411726,105.84946689999998,"9R6X+FQ Vĩnh Lợi, Bac Lieu, Vietnam",560
Ngọc Kinh,15.847460500006866,107.9387571,"RWWQ+WG7, Đại Lãnh, Đại Lộc, Quảng Nam, Vietnam",561
Ngọc Lặc,20.080978400376,105.3784177,"797 Đường Lê Thánh Tông, Phố Cống, Ngọc Lặc, Thanh Hoá 440000, Vietnam",562
Ngọc Tố,9.42948219941405,105.9670186,"CXJ9+229, Ngọc Tố, Mỹ Xuyên District, Soc Trang, Vietnam",563
Ngô Đồng,20.281907400384164,106.4443788,"7CJV+RW2, Đ. Yết Kiêu, TT. Ngô Đồng, Giao Thuỷ, Nam Định, Vietnam",564
Ngòi Tha,21.82451380040969,105.0087458,"R2F5+RF Yên Bình District, Yên Bái, Vietnam",565
Ngô Mây,14.002632699790423,109.0601098,"2336+22M, QL1A, TT. Ngô Mây, Phù Cát, Bình Định, Vietnam",566
Ngưu Trung,19.672408000356143,105.7942718,"MQCV+XP Quảng Xương District, Thanh Hoa, Vietnam",567
Nguyên Bình,22.650201700395687,105.9599369,"MX25+2X5, Nguyên Bình, Nguyên Bình District, Cao Bang, Vietnam",568
Nhà Bàng,10.61881569947284,105.001055,"J292+GCV, QL91, TT. Nha Bàng, Thị xã Tịnh Biên, An Giang, Vietnam",569
Nhà Bè,10.70121089947814,106.7390089,"11/5 D. Cát Lợi, TT. Nhà Bè, Nhà Bè, Thành phố Hồ Chí Minh, Vietnam",570
Nhà Mát,9.213437499407105,105.7403723,"đường Bạch Đằng, Phường Nhà Mát, Bạc Liêu, Vietnam",571
Nham Biền,21.201829400407448,106.2464193,"267 Tiểu Khu 3, Tiểu khu 3, Yên Dũng, Bắc Giang, Vietnam",572
Nhã Nam,21.444170900409627,106.0976533,"C3VW+VX3, Unnamed, Road, Tân Yên, Bắc Giang, Vietnam",573
Nhân Thịnh,20.5512963003934,106.1493182,"H42X+CHV, Đê sông Hồng, Nhân Thịnh, Lý Nhân, Hà Nam, Vietnam",574
Nhơn Hòa,13.544113299738427,108.0947492,"G3VV+JV Chư Pưh District, Gia Lai, Vietnam",575
Nho Quan,20.321651300385646,105.7508104,"8QC2+H62, Hoè thị, Nho Quan, Ninh Bình, Vietnam",576
Như Nhật,18.24944280025588,106.1829298,"65XM+M4P, Thắng Lợi, Kỳ Anh, Hà Tĩnh, Vietnam",577
Như Quỳnh,20.983211000404044,105.9804159,"XXMJ+445, TT. Như Quỳnh, Văn Lâm, Hưng Yên, Vietnam",578
Ninh Cường,20.199359300380934,106.2058389,"56X4+P9R, Đạo Đường, Trực Ninh, Nam Định, Vietnam",579
Ninh Gia,11.631562499548032,108.27190319999998,"J7JC+PM4, QL20, Ninh Gia, Đức Trọng, Lâm Đồng, Vietnam",580
Ninh Giang,20.73502850039856,106.3905944,"177 Nguyễn Lương Bằng, Đồng Tâm, Ninh Giang, Hải Dương, Vietnam",581
Ninh Hòa,12.49343789962732,109.1270865,"F4VG+9VC, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa, Vietnam",582
Ninh Kieu District,10.028165299439395,105.7652116,"2QH8+84H, Xuan Khanh, Ninh Kiều, Cần Thơ, Vietnam",583
Nông Cống,19.626195000353626,105.6499863,"06 Trần Phú, Minh Thọ, Nông Cống, Thanh Hoá, Vietnam",584
nông trường 718A,12.75644089965384,108.8113923,"QR46+HH M'Đrăk District, Dak Lak, Vietnam",585
nông trường Ea Pốc,12.784170799656692,108.0745583,"Q3MF+MR Cư M'gar District, Dak Lak, Vietnam",586
North Van Phong,12.710677599649154,109.3813025,"P96J+3PF TDC Vĩnh Yên xã Vạn Thạnh, Vạn Thạnh, Vạn Ninh, Khánh Hòa, Vietnam",587
N'Thol Hạ,11.760120499559042,108.3248237,"Q86F+2W Đức Trọng District, Lam Dong, Vietnam",588
Nưa,19.747113500360097,105.6391807,"PJWQ+MJX, khu phố 9, Triệu Sơn, Thanh Hoá, Vietnam",589
Núi Đèo,20.9195013004028,106.6676221,"WMC8+2VH, Thủy Sơn, Thủy Nguyên, Hai Phong, Vietnam",590
Núi Đối,20.75368600039904,106.6595202,"QM35+6FJ, Thanh Sơn, Kiến Thụy, Hai Phong, Vietnam",591
Núi Sập,10.264361199451788,105.26679289999998,"226 Đường Nguyễn Văn Trỗi, TT. Núi Sập, Thoại Sơn, An Giang, Vietnam",592
Núi Thành,15.434206199958544,108.65592599999998,"CMM4+Q8H, TT. Núi Thành, Núi Thành District, Quảng Nam, Vietnam",593
Nước Hai,22.735792800393146,106.1558931,"P5P4+78Q, TT. Nước Hai, Hòa An District, Cao Bang, Vietnam",594
Nước Sốt,18.43552690027149,105.2220678,"C6PC+6VH, Sơn Kim 1, Hương Sơn, Ha Tinh, Vietnam",595
Óc Eo,10.25442069945124,105.15611029999998,"7534+QCX, Nguyễn Thị Hạnh, TT. Ocs Eo, Thoại Sơn, An Giang, Vietnam",596
O Mon District,10.11353459944372,105.62076570000002,"4J7C+M5X, Khu Vực 3, Ô Môn, Cần Thơ, Vietnam",597
Pác Miầu,22.834470100389964,105.49389689999998,"RFMV+PJV, Thị trấn Pác Miầu, Bảo Lâm District, Cao Bằng, Cao Bang, Vietnam",598
Pắc Quang,22.37282150040254,106.3128726,"98F7+44 Tràng Định District, Lạng Sơn, Vietnam",599
Pa Tần,22.464340300400515,103.1976055,"F57W+9WW, Pa Tần, Sìn Hồ District, Lai Chau, Vietnam",600
Phan Rí Cửa,11.17295649951135,108.56689989999998,"1 Hai Bà Trưng, Phan Rí Cửa, Tuy Phong, Bình Thuận, Vietnam",601
Phat Diem,20.090173600376392,106.0834949,"52 Phú Vinh, TT. Phát Diệm, Kim Sơn, Ninh Bình, Vietnam",602
Phiêng Lanh,21.640513000410177,103.634521,"JJRM+3RM, TL107, Mường Giàng, Quỳnh Nhai, Sơn La, Vietnam",603
Phố Bảng,23.25309660037352,105.1851227,"753M+5QC, Đường Không Tên, TT. Phó Bảng, Đồng Văn, Hà Giang, Vietnam",604
Phố Châu,18.51162450027767,105.4235279,"97 Đ. Ng. Tuấn Thiện, TT. Phố Châu, Hương Sơn, Hà Tĩnh, Vietnam",605
Phố Lu,22.32070360040359,104.1865508,"85CP+6PV, TT. Phố Lu, Bảo Thắng, Lào Cai, Vietnam",606
Phong Châu,21.40368580040938,105.3144032,"518 QL2, TT. Phong Châu, Phù Ninh, Phú Thọ, Vietnam",607
Phong Điền,9.997527999437883,105.667298,"XMX8+3X2, Phan Văn Trị, Nhơn ái, Phong Điền, Cần Thơ, Vietnam",608
Phong Điền,16.5819269000902,107.3654347,"34 Phò Trạch, TT. Phong Điền, Phong Điền, Thừa Thiên Huế, Vietnam",609
Phong Nha,17.61186670019752,106.3049384,"J864+M4V, Phong NHA, Bố Trạch District, Quang Binh Province, Vietnam",610
Phong Sơn,20.213491700381496,105.47393069999998,"6F7F+9JX, TT. Cẩm Thuỷ, Cẩm Thuỷ, Thanh Hoá, Vietnam",611
Phong Tho,22.545443900398528,103.2896149,"G7WQ+GV4, TT. Phong Thổ, Phong Thổ, Lai Châu, Vietnam",612
Phồn Xương,21.479091400409807,106.1256663,"F4HG+M5P, TT. Cầu Gồ, Yên Thế District, Bac Giang, Vietnam",613
Phố Ràng,22.23541860040513,104.477024,"08 Võ Nguyên Giáp, TT. Phố Ràng, Bảo Yên, Lào Cai 330000, Vietnam",614
Phổ Yên,21.41409930040945,105.8725311,"812 QL3, Ba Hàng, Phổ Yên, Thái Nguyên, Vietnam",615
Phúc Thọ,21.10835680040616,105.5423115,"4G5R+8M8, TT. Phúc Thọ, Phúc Thọ, Hanoi, Vietnam",616
Phù Cưu,20.70536500039779,106.2675932,"P749+42 Ninh Giang District, Hai Duong, Vietnam",617
Phú Đa,16.439858900074427,107.71534389999998,"28 Đỗ Tram, Phú Đa, Phú Vang, Thừa Thiên Huế, Vietnam",618
Phú Hải Trong,16.311219900059985,108.03074499999998,"826J+F7 Phú Lộc, Thua Thien Hue, Vietnam",619
Phú Hòa,14.098365999801464,107.97124399999998,"27 Trần Phú, TT. Phú Hoà, Chư Păh, Gia Lai, Vietnam",620
Phú Hòa,15.436654199958838,108.4652158,"CFP8+V5, Tam Sơn, Núi Thành District, Quảng Nam, Vietnam",621
Phú Hòa,13.019835199681332,109.2124432,"2697+R2W, QL25, TT. Phú Hòa, Phú Hòa, Phú Yên, Vietnam",622
Phú Hòa,15.957503300019598,107.9531336,"XX53+28F, Đông sơn, Đông Giang, Quảng Nam, Vietnam",623
Phú Hòa,10.359671899457163,105.37764269999998,"113/5B ĐT943, Ấp Phú Hữu, Thoại Sơn, An Giang, Vietnam",624
Phú Hội,11.688453999552868,108.34337220000002,"21 Thống Nhất, Phú Hội, Đức Trọng, Lâm Đồng, Vietnam",625
Phu Hung,11.911151399572358,107.003231,"Dt, W263+C9J, Phú Nghĩa, Bù Gia Mập, Bình Phước, Vietnam",626
Phu Lam,13.05773869968536,109.3152204,"92 Nguyễn Thị Định, Phú Thạnh, Tuy Hòa, Phú Yên, Vietnam",627
Phú Liên,19.089617900320626,105.6910804,"3MQR+WJR, Quỳnh Long, Quỳnh Lưu District, Nghe An, Vietnam",628
Phú Lộc,9.42767269941399,105.73616169999998,"CPHP+3F Thạnh Trị District, Soc Trang, Vietnam",629
Phú Lộc,16.28035100005649,107.858984,"116 Lý Thánh Tông, tt. Phú Lộc, Phú Lộc, Thừa Thiên Huế, Vietnam",630
Phú Long,10.97052159949652,108.1450021,"81 Đường Phú Long, TT. Phú Long, Hàm Thuận Bắc, Bình Thuận, Vietnam",631
Phú Minh,20.78153700039972,105.91731,"139 Cầu Chui Vạn Điểm, TT. Phú Minh, Phú Xuyên, Hà Nội, Vietnam",632
Phu My,10.57910789947034,105.3621313,"758 Đ. Chu Văn An, TT. Phú Mỹ, Phú Tân, An Giang, Vietnam",633
Phu My,14.175231599810376,109.05230489999998,"53G2+5WC, Chu Văn An, TT. Phù Mỹ, Phù Mỹ, Bình Định, Vietnam",634
Phú Mỹ,10.588227399470908,107.0583976,"1 Đường Tôn Thất Tùng, TT. Phú Mỹ, Tân Thành, Bà Rịa - Vũng Tàu, Vietnam",635
Phùng,21.085967200405804,105.6652516,"151, Đình Thượng/5 Phan Đình Phùng, Đan Phượng, Hà Nội, Vietnam",636
Phu Nhuan District,10.800118199484707,106.6770417,"67/14 Trần Khắc Trân, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam",637
Phước An,12.710006499649085,108.3138426,"01 Nguyễn Thượng Hiền, Phước An, Krông Pắc, Đắk Lắk, Vietnam",638
Phước Bửu,10.532452899467446,107.4048791,"34 Đ. Trần Văn Trà, TT. Phước Bửu, Xuyên Mộc, Bà Rịa - Vũng Tàu, Vietnam",639
Phước Cát,11.56590669954253,107.3123752,"H886+9V5 Ngã Tư Cây Gòn Phước Cát 1, Phước Cát 1, Cát Tiên, Lâm Đồng, Vietnam",640
Phước Dân,11.528010699539392,108.9270864,"GWHH+25M, ĐT703, TT. Phước Dân, Ninh Phước, Ninh Thuận, Vietnam",641
Phước Điền,14.769855199880087,109.0134382,"Q297+W9 Đức Phổ District, Quang Ngai, Vietnam",642
Phước Hải,10.427955999461147,107.2953204,"C7HV+7XG, Đ. Nguyễn Bá Ngọc, Phước Hải, Đất Đỏ, Bà Rịa - Vũng Tàu, Vietnam",643
Phước Hảo,15.564968699973903,107.8558617,"HV74+X8 Nông Sơn District, Quảng Nam, Vietnam",644
Phước Lộc Đông,15.173069699927744,108.66810850000002,"Thôn Minh Mỹ, 5MF9+46C, Tịnh Bắc, Sơn Tịnh, Quảng Ngãi, Vietnam",645
Phuoc Long,11.833106899565427,106.98728889999998,"985 ĐT741, Sơn Giang, Phước Long, Bình Phước, Vietnam",646
Phước Long,9.436498399414296,105.4638192,"Ấp Nội Ô, CFP7+MJ7, Phước Long, Bạc Liêu, Vietnam",647
Phước Mỹ Trung,10.19044649944777,106.27184490000002,"57RC+3M2 UBND huyện Mỏ Cày Bắc, 882, Phước Mỹ Trung, Mỏ Cày Bắc, Bến Tre, Vietnam",648
Phước Vĩnh,11.291977099520471,106.79538979999998,"11 Hùng Vương, TT. Phước Vĩnh, Phú Giáo, Bình Dương, Vietnam",649
Phường 3,11.891457099570603,108.4720508,"VFRC+HR Thành phố Đà Lạt, Lâm Đồng, Vietnam",650
Phương Hạ,17.547599900191255,106.52795299999998,"GGXH+25 Bố Trạch District, Quang Binh Province, Vietnam",651
Phương Lâm,20.81666700040055,105.333333,"439 Đà Giang, Phư Lâm, Hòa Bình, Vietnam",652
Phương Xá,21.47092660040977,105.0812834,"F3CJ+9FG, Phương Xá, Cẩm Khê District, Phu Tho Province, Vietnam",653
Phú Phong,13.908636863418078,108.92273186445716,"23 QL19B, Tây Xuân, Tây Sơn, Bình Định, Vietnam",654
Phú Phong,13.91082919977989,108.92154689999998,"163 Trần Quang Diệu, TT. Phú Phong, Tây Sơn, Bình Định, Vietnam",655
Phú Quý,10.516599999466472,108.93292,"GW8M+G6P, Quý Thạnh, Phú Quý, Bình Thuận, Vietnam",656
Phú Riềng,11.660587299550496,106.90092939999998,"MW62+7FJ, Phú Riềng, Bù Gia Mập District, Binh Phuoc, Vietnam",657
Phú Thái,20.963172900403663,106.5095329,"188 Trần Hưng Đạo, TT. Phú Thái, Kim Thành, Hải Dương, Vietnam",658
Phú Thiện,13.527083699736531,108.3163233,"46 Đường Trần Phú, TT. Phú Thiện, Phú Thiện, Gia Lai, Vietnam",659
Phú Thịnh,15.551755999972356,108.4144562,"HC27+HQV, Tam Vinh, Phú Ninh District, Quảng Nam, Vietnam",660
Phú Thọ,21.400004700409355,105.2238899,"132 Phú An, Ph.Phong Châu, Phú Thọ, Vietnam",661
Phú Thọ,11.548622599541096,109.0281472,"31 Hải Thượng Lãn Ông, Đông Hải, Phan Rang-Tháp Chàm, Ninh Thuận, Vietnam",662
Phủ Thông,22.273137000404468,105.879434,"7VFH+5WH, QL3, TT. Phủ Thông, Bạch Thông, Bắc Kạn, Vietnam",663
Phú Thứ,12.999392899679163,109.2395594,"645, Hoà Bình 2, Tây Hòa, Phú Yên, Vietnam",664
Phú Thứ,21.022043600404743,106.5606112,"61 ĐT388, Phú Thứ, Kinh Môn, Hải Dương, Vietnam",665
Phú Túc,13.197702399700374,108.68550949999998,"5MXP+47V, Hùng Vương, TT. Phú Túc, Krông Pa, Gia Lai, Vietnam",666
Phú Túc,11.083216499504667,107.2117674,"36M6+RQ8, Phú Túc, Định Quán District, Dong Nai, Vietnam",667
Phú Vang,13.132875799693393,109.27608159999998,"47JG+WGH, Nguyễn Tất Thành, Bình Kiến, Tuy Hòa, Phú Yên, Vietnam",668
Phú Viên,19.756386700360576,105.8436791,"QR4V+MF3, Phố Phú Quý, phường, Quảng Xương, Thanh Hoá, Vietnam",669
Phú Việt,17.261603800162607,106.7992982,"7Q6X+JP Lệ Thủy District, Quang Binh Province, Vietnam",670
Phu Xuyen,20.748180900398893,105.9110996,"PWX6+6G3, QL1A, TT. Phú Xuyên, Phú Xuyên, Hà Nội, Vietnam",671
Phù Yên,21.258397300408102,104.6435277,"7J5V+957, TT. Phù Yên, Phù Yên District, Son La, Vietnam",672
Pingmeng,22.946896900386005,105.9927854,"WXXV+2HP, Napo County, Baise, Guangxi, China",673
Plei Cần,14.707203999872691,107.6946733,"726 Hùng Vương, TT. Plêi Cần, Ngọc Hồi, Kon Tum, Vietnam",674
Plei Mơ Nang,14.065878799797714,107.9662899,"3X88+9G Chư Păh District, Gia Lai, Vietnam",675
Plei Nhao,13.911985599780024,108.0090809,"1099 Trường Chinh, Chư HDrông, Thành phố Pleiku, Gia Lai, Vietnam",676
Plei Tu,13.454725899728496,107.8630969,"FV37+V6 Chư Prông District, Gia Lai, Vietnam",677
Plei Ya Rê,14.272643799821704,107.696219,"7MFW+3F Sa Thầy District, Kon Tum, Vietnam",678
Prao,15.924361500015769,107.6486278,"WJFX+QGG, Thôn Gừng, Đông Giang, Quảng Nam 565510, Vietnam",679
Quân Chu,21.483551900409825,105.7145631,"FPM7+GW9, ĐT261, TT. Quân Chu, Đại Từ, Thái Nguyên, Vietnam",680
Quảng Ha,21.449806000409662,107.7548663,"15 Phố Ngô Quyền, TT. Quảng Hà, Hải Hà, Quảng Ninh, Vietnam",681
Quảng Khê,11.907891799572068,107.7977014,"WQ5X+643, Quảng Khê, Đắk Glong, Đắk Nông, Vietnam",682
Quang Long,19.039622200317204,105.36036609999998,"29R6+496, Xóm Nhân Sơn, Yên Thành, Nghệ An, Vietnam",683
Quang Minh,21.19643180040737,105.77244509999998,"5QWC+HWP, Gia Thượng, Mê Linh, Hà Nội, Vietnam",684
Quảng Phú,12.814427099659811,108.0790559,"57 Ngô Quyền, Quảng Phú, Cư M'gar, Đắk Lắk, Vietnam",685
Quảng Sơn,12.154153399594623,107.8731413,"5V3F+QCG, Quảng Sơn, Đăk Glong District, Dak Nong, Vietnam",686
Quang Tri,16.75469070010912,107.1895518,"Q53Q+VR Quảng Trị, Vietnam",687
Quảng Uyên,22.69329130039443,106.4428819,"MCVV+74Q, Unnamed, Road, Quảng Uyên, Cao Bằng, Vietnam",688
Quảng Yên,20.94174010040325,106.79839409999998,"39 Trần Hưng Đạo, TT. Quảng Yên, Yên Hưng, Quảng Ninh, Vietnam",689
Quán Hành,18.780517600298563,105.6428773,"QJJV+47F, Khối 6, Nghi Lộc, Nghệ An, Vietnam",690
Quán Hàu,17.40455660017708,106.6416437,"Quảng trường huyện Quảng Ninh, 2 Nguyễn Trãi, TT. Quán Hàu, Quảng Ninh, Quảng Bình, Vietnam",691
Quán Lào,19.971191700371083,105.6508879,"16 QL45, TT. Quán Lào, Yên Định, Thanh Hoá, Vietnam",692
Quất Lâm,20.207506700381263,106.3683158,"6949+R49, Đ. Triệu Việt Vương, TT. Quất Lâm, Giao Thuỷ, Nam Định, Vietnam",693
Quế,20.5844927003944,105.867292,"HVM8+PP4, Giếng Chùa, Phương Khê, Kim Bảng, Hà Nam, Vietnam",694
Quốc Oai,20.990187000404173,105.640876,"241 Đ. Phố Huyện, TT. Quốc Oai, Quốc Oai, Hà Nội, Vietnam",695
Quy Đạt,17.803309500215793,105.972369,"RX3C+3HR, QL12C, Quy Hoá, Minh Hóa, Quảng Bình, Vietnam",696
Quyết Tiến,12.848027399663296,108.25273839999998,"1434 Hùng Vương, Phường Bình Tân, Buôn Hồ, Đắk Lắk, Vietnam",697
Quỳ Hợp,19.326363300336045,105.1825377,"85GM+82W, QL48C, Quỳ Hợp, Nghệ An, Vietnam",698
Quý Lộc,20.0670440003754,105.55906539999998,"3H85+MCQ, Quý Lộc, Yên Định District, Thanh Hoa, Vietnam",699
Quỹ Nhất,20.05619460037492,106.1507576,"344X+HW7, Nam Giang, Nghĩa Hưng, Nam Định, Vietnam",700
Quỳnh Côi,20.66459630039669,106.3277851,"M87G+QRQ, Quỳnh Hồng, Quỳnh Phụ, Thai Binh, Vietnam",701
Quỳnh Nhai,21.8423486004096,103.56990229999998,"RHR9+WX Quỳnh Nhai District, Son La, Vietnam",702
Quỳnh Sơn,21.904167500409184,106.3420918,"W83V+VHJ, Quỳnh Sơn, Bắc Sơn District, Lạng Sơn, Vietnam",703
Quy Thượng,15.619666199980312,108.52993929999998,"1 Thanh Niên, Tam Thanh, Tam Kỳ, Quảng Nam, Vietnam",704
Rạch Gốc,8.6217417993942,105.0192105,"J2C9+JPX, Khóm 1, Ngọc Hiển, Cà Mau, Vietnam",705
Rạch Gòi,9.897150799433094,105.6653468,"VMW8+R2X, Thị trấn Rạch Gòi, Châu Thành A, Hau Giang, Vietnam",706
Rạng Đông,19.991650600372022,106.1420954,"X4RR+6MP, TT. Rạng Đông, Nghĩa Hưng, Nam Định, Vietnam",707
Renzhuang,22.93749900038636,106.4287785,"WCPH+XG Renzhuangxiang, Jingxi, Baise, Guangxi, China",708
Rừng Thông,19.819060000363763,105.73279499999998,"RP9M+F7R, QL45, Đông Xuân, Đông Sơn, Thanh Hoá, Vietnam",709
Sai Nghi,20.7645282003993,106.5955775,"QH8W+36P, Minh Khai, An Lão, Hải Phòng, Vietnam",710
Sà Kha,22.49134850039988,102.366082,"F9R8+GC Mù Cả, Mường Tè, Lai Châu, Vietnam",711
Sanmouay,16.442340800074707,106.8041432,"CRR3+WM Muang Samoyay, Laos",712
Sao Vàng,19.88792800036715,105.4617309,"VFQ6+5QQ, Đồng Tiến, Thọ Xuân District, Thanh Hoa, Vietnam",713
Sa Pa,22.33596680040328,103.8426575,"8RPV+92G Sapa Park, Thạch Sơn, TT. Sa Pa, Sa Pa, Lào Cai, Vietnam",714
Sarai,10.873222199489698,105.4623666,"249 Nguyễn Huệ, TT. Sa Rài, Tân Hồng, Đồng Tháp, Vietnam",715
Sa Thầy,14.410564199837816,107.7933148,"78 Hùng Vương, TT. Sa Thầy, Sa Thầy, Kon Tum, Vietnam",716
Shuikou,22.46994540040038,106.5828989,"FH9M+X5 Longzhou County, Chongzuo, Guangxi, China",717
Shuolong,22.82196240039038,106.8203171,"RRCC+Q4 Shuolongzhen, Daxin County, Chongzuo, Guangxi, China",718
Sia,16.574925100089434,107.5142679,"19 Nguyễn Kim Thành, TT. Sịa, Quảng Điền, Thừa Thiên Huế, Vietnam",719
Si Ma Cai,22.691850400394475,104.27406619999998,"M7RF+QG4, ĐT153, Si Ma Cai, Lào Cai, Vietnam",720
Sìn Hồ,22.35950800040281,103.2507327,"9752+MCV, Tỉnh Lộ 129, TT. Sìn Hồ, Sìn Hồ, Lai Châu, Vietnam",721
Sóc Sơn,21.25881760040811,105.8419307,"7R5V+G2C, Dược Hạ, Sóc Sơn, Hà Nội, Vietnam",722
Sơn Dung,15.01653649990924,108.3283184,"288H+J8 Sơn Tây District, Quang Ngai, Vietnam",723
Son Duong,21.698464600410134,105.391864,"M9XR+7J8, QL37, TT. Sơn Đương, Sơn Dương, Tuyên Quang, Vietnam",724
Song Cau,13.459379199729014,109.2208388,"24 Lê Thành Phương, Sông Cầu, Phú Yên, Vietnam",725
Sông Cầu,21.67708100041016,105.8555187,"MVG4+R8J, QL1B, Sông Cầu, Đồng Hỷ, Thái Nguyên, Vietnam",726
Sông Công,21.473413900409785,105.8424243,"FRFV+73H, Cách Mạng Tháng Tám, Mỏ Chè, Sông Công, Thái Nguyên, Vietnam",727
Sông Đốc,9.03736169940232,104.820272,"2RQC+36F, TT. Sông Đốc, Trần Văn Thời District, Ca Mau, Vietnam",728
Sông Mã,21.0485765004052,103.75447069999998,"2QX4+73C, TT. Sông Mã, Sông Mã District, Son La, Vietnam",729
Song Ray,10.76227409948217,107.3483348,"Q86X+V7H, Sông Ray, Cẩm Mỹ District, Dong Nai, Vietnam",730
Song Tu Tay,11.428951499531316,114.33158109999998,7P3PC8HJ+HJ,731
Sông Vệ,15.043370899912412,108.851803,"2VV2+9Q5, Đ. Yết Kiêu, TT. Sông Vệ, Tư Nghĩa, Quảng Ngãi, Vietnam",732
Sơn Lư,20.2542952003831,104.94716619999998,"7W3W+JPX, QL217, TT. Quan Sơn, Quan Sơn, Thanh Hoá, Vietnam",733
Sơn Quả,16.494636800080524,107.396292,"F9VW+VG Phong Điền District, Thua Thien Hue, Vietnam",734
Sơn Tây,21.14091860040664,105.50603049999998,"1 P. Phó Đức Chính, P. Quang Trung, Sơn Tây, Hà Nội, Vietnam",735
Sơn Tây,15.014066599908942,108.39642539999998,"297W+JH Sơn Tây District, Quang Ngai, Vietnam",736
Sơn Thịnh,21.5656121004101,104.5795999,"HH8H+7MF, QL32, Sơn Thịnh, Văn Chấn, Yên Bái, Vietnam",737
Soọc Mạ,22.308905900403808,106.47655790000002,"8F5G+HJ Tràng Định District, Lạng Sơn, Vietnam",738
Sốp Cộp,20.938815000403192,103.597126,"WHQW+GQ6, Sốp Cộp, Sơn La, Vietnam",739
Ta Ay,16.34696250006401,107.1567117,"85W4+QM A Lưới District, Thua Thien Hue, Vietnam",740
Tà Lùng,22.493297400399825,106.57301289999998,"FHVF+64C, TT. Tà Lùng, Phúc Hòa, Cao Bang, Vietnam",741
Tam Bình,10.048712699440417,105.99942869999998,"2XXX+CPJ, Võ Tấn Đức, Tam Bình, Vĩnh Long, Vietnam",742
Tam Đảo,21.455998200409688,105.64446599999998,"FJ4V+CVR, QL2B, TT. Tam Đảo, Tam Đảo, Vĩnh Phúc, Vietnam",743
Tam Điệp,20.15656280037919,105.9180352,"66 Đ. Tạ Uyên, Tổ dân phố 13, Tam Điệp, Ninh Bình, Vietnam",744
Tam Đường,22.32207200040355,103.6227001,"170 QL4D, TT. Tam Đường, Tam Đường, Lai Châu, Vietnam",745
Tam Hợp,19.068766300319204,104.5224134,"3G9C+GX Tương Dương District, Nghe An, Vietnam",746
